,TARGET
107973,0
107975,0
107976,0
107979,0
107982,0
107984,0
107985,0
107986,0
107987,0
107989,0
107990,0
107991,0
107993,0
107994,0
107996,0
107997,0
107998,0
107999,0
108000,0
108001,0
108004,0
108005,0
108008,0
108011,0
108013,0
108015,0
108017,0
108018,0
108021,0
108022,0
108023,0
108024,0
108026,0
108027,0
108028,0
108030,0
108033,0
108034,0
108035,0
108037,0
108038,0
108039,0
108040,0
108041,0
108044,0
108046,0
108047,0
108049,0
108050,0
108051,0
108053,0
108054,0
108058,0
108060,0
108063,0
108064,0
108065,0
108068,0
108069,0
108070,0
108074,0
108075,0
108076,0
108078,0
108079,0
108080,0
108082,0
108084,0
108087,0
108089,0
108090,0
108091,0
108092,0
108094,0
108095,0
108097,0
108099,0
108100,0
108101,0
108102,0
108104,0
108106,0
108108,0
108109,0
108110,0
108112,0
108113,0
108116,0
108117,0
108119,0
108121,0
108122,0
108123,0
108124,0
108126,0
108127,0
108128,0
108131,0
108132,0
108135,0
108136,0
108137,0
108139,0
108140,0
108143,0
108148,0
108149,0
108150,0
108151,0
108153,0
108155,0
108157,0
108158,0
108159,0
108160,0
108162,0
108163,0
108166,0
108167,0
108169,0
108171,0
108172,0
108173,0
108175,0
108177,0
108178,0
108179,0
108182,0
108183,0
108184,0
108185,0
108187,0
108188,0
108189,0
108190,0
108192,0
108193,0
108195,0
108196,0
108197,0
108198,0
108201,0
108202,0
108203,0
108204,0
108206,0
108207,0
108208,0
108209,0
108210,0
108211,0
108213,0
108215,0
108216,0
108217,0
108218,0
108222,0
108223,0
108224,0
108225,0
108226,0
108227,0
108229,0
108233,0
108234,0
108235,0
108236,0
108237,0
108240,0
108243,0
108244,0
108245,0
108246,0
108248,0
108249,0
108250,0
108252,0
108253,0
108255,0
108256,0
108257,0
108258,0
108259,0
108260,0
108263,0
108264,0
108265,0
108266,0
108269,0
108270,0
108271,0
108272,0
108276,0
108277,0
108281,0
108282,0
108283,0
108284,0
108285,0
108287,0
108290,0
108292,0
108293,0
108295,0
108297,0
108298,0
108299,0
108300,0
108301,0
108302,0
108303,0
108305,0
108307,0
108308,0
108309,0
108310,0
108311,0
108318,0
108319,0
108320,0
108321,0
108322,0
108327,0
108330,0
108332,0
108334,0
108335,0
108338,0
108340,0
108341,0
108343,0
108345,0
108347,0
108348,0
108349,0
108354,0
108355,0
108356,0
108357,0
108358,0
108359,0
108360,0
108361,0
108365,0
108366,0
108367,0
108369,0
108370,0
108371,0
108372,0
108373,0
108375,0
108378,0
108379,0
108381,0
108383,0
108385,0
108388,0
108389,0
108390,0
108393,0
108394,0
108395,0
108399,0
108401,0
108404,0
108405,0
108406,0
108411,0
108412,0
108415,0
108416,0
108418,0
108420,0
108421,0
108423,0
108425,0
108427,0
108430,0
108431,0
108432,0
108434,0
108435,0
108437,0
108438,0
108442,0
108443,0
108445,0
108446,0
108447,0
108448,0
108451,0
108452,0
108453,0
108455,0
108456,0
108457,0
108460,0
108461,0
108465,0
108466,0
108467,0
108468,0
108470,0
108471,0
108472,0
108473,0
108474,0
108480,0
108481,0
108482,0
108483,0
108484,0
108485,0
108489,0
108490,0
108491,0
108496,0
108497,0
108498,0
108499,0
108500,0
108501,0
108502,0
108503,0
108504,0
108505,0
108506,0
108509,0
108510,0
108511,0
108512,0
108513,0
108514,0
108518,0
108519,0
108522,0
108524,0
108526,0
108528,0
108530,0
108531,0
108532,0
108534,0
108535,0
108538,0
108539,0
108541,0
108542,0
108543,0
108548,0
108551,0
108552,0
108553,0
108557,0
108559,0
108560,0
108563,0
108565,0
108566,0
108570,0
108573,0
108574,0
108575,0
108577,0
108578,0
108580,0
108582,0
108583,0
108585,0
108588,0
108591,0
108592,0
108593,0
108594,0
108596,0
108597,0
108599,0
108600,0
108601,0
108603,0
108604,0
108606,0
108607,0
108608,0
108610,0
108611,0
108614,0
108615,0
108616,0
108617,0
108618,0
108620,0
108622,0
108624,0
108625,0
108626,0
108627,0
108629,0
108631,0
108632,0
108636,0
108637,0
108638,0
108640,0
108641,0
108645,0
108648,0
108649,0
108650,0
108651,0
108653,0
108654,0
108655,0
108656,0
108658,0
108660,0
108663,0
108666,0
108667,0
108668,0
108669,0
108672,0
108673,0
108676,0
108677,0
108678,0
108681,0
108682,0
108683,0
108685,0
108687,0
108688,0
108690,0
108691,0
108692,0
108693,0
108695,0
108701,0
108702,0
108707,0
108709,0
108710,0
108713,0
108715,0
108718,0
108720,0
108721,0
108722,0
108723,0
108725,0
108726,0
108727,0
108728,0
108729,0
108730,0
108731,0
108732,0
108733,0
108736,0
108737,0
108738,0
108742,0
108744,0
108745,0
108747,0
108748,0
108749,0
108750,0
108752,0
108753,0
108754,0
108755,0
108757,0
108758,0
108762,0
108765,0
108767,0
108768,0
108769,0
108770,0
108771,0
108772,0
108773,0
108774,0
108777,0
108778,0
108779,0
108780,0
108789,0
108790,0
108791,0
108792,0
108794,0
108795,0
108796,0
108797,0
108798,0
108799,0
108800,0
108801,0
108803,0
108804,0
108805,0
108806,0
108807,0
108809,0
108810,0
108811,0
108813,0
108815,0
108817,0
108818,0
108821,0
108822,0
108823,0
108824,0
108825,0
108826,0
108827,0
108828,0
108829,0
108830,0
108833,0
108835,0
108836,0
108838,0
108839,0
108843,0
108844,0
108845,0
108847,0
108850,0
108851,0
108854,0
108856,0
108857,0
108859,0
108861,0
108863,0
108865,0
108866,0
108868,0
108869,0
108870,0
108872,0
108874,0
108876,0
108877,0
108881,0
108882,0
108885,0
108886,0
108887,0
108888,0
108889,0
108892,0
108894,0
108896,0
108898,0
108899,0
108900,0
108901,0
108902,0
108904,0
108905,0
108906,0
108907,0
108910,0
108913,0
108914,0
108916,0
108922,0
108923,0
108924,0
108925,0
108926,0
108927,0
108928,0
108929,0
108930,0
108931,0
108932,0
108933,0
108934,0
108936,0
108939,0
108941,0
108942,0
108943,0
108945,0
108946,0
108948,0
108952,0
108955,0
108956,0
108959,0
108960,0
108961,0
108963,0
108964,0
108965,0
108970,0
108971,0
108972,0
108973,0
108975,0
108976,0
108977,0
108978,0
108979,0
108981,0
108982,0
108983,0
108984,0
108985,0
108987,0
108988,0
108989,0
108991,0
108992,0
108995,0
108996,0
108997,0
109000,0
109001,0
109002,0
109006,0
109007,0
109008,0
109011,0
109013,0
109017,0
109019,0
109020,0
109021,0
109025,0
109026,0
109027,0
109028,0
109029,0
109030,0
109032,0
109035,0
109036,0
109040,0
109041,0
109044,0
109045,0
109046,0
109048,0
109049,0
109050,0
109052,0
109054,0
109055,0
109056,0
109057,0
109058,0
109059,0
109063,0
109064,0
109065,0
109067,0
109068,0
109069,0
109072,0
109073,0
109074,0
109075,0
109076,0
109078,0
109079,0
109083,0
109084,0
109085,0
109086,0
109087,0
109088,0
109091,0
109094,0
109095,0
109096,0
109097,0
109098,0
109099,0
109101,0
109102,0
109104,0
109105,0
109107,0
109109,0
109111,0
109112,0
109115,0
109116,0
109119,0
109120,0
109122,0
109125,0
109126,0
109128,0
109129,0
109130,0
109132,0
109135,0
109137,0
109138,0
109141,0
109143,0
109144,0
109145,0
109151,0
109153,0
109154,0
109156,0
109157,0
109158,0
109160,0
109161,0
109163,0
109164,0
109166,0
109167,0
109168,0
109170,0
109175,0
109177,0
109178,0
109183,0
109184,0
109187,0
109188,0
109189,0
109190,0
109191,0
109192,0
109193,0
109198,0
109199,0
109200,0
109201,0
109202,0
109204,0
109205,0
109206,0
109207,0
109208,0
109212,0
109213,0
109214,0
109218,0
109219,0
109221,0
109222,0
109223,0
109224,0
109226,0
109228,0
109229,0
109230,0
109232,0
109234,0
109236,0
109237,0
109238,0
109239,0
109240,0
109241,0
109244,0
109247,0
109248,0
109251,0
109252,0
109253,0
109254,0
109257,0
109259,0
109260,0
109262,0
109263,0
109264,0
109267,0
109269,0
109270,0
109272,0
109273,0
109274,0
109275,0
109277,0
109280,0
109283,0
109285,0
109286,0
109287,0
109288,0
109289,0
109290,0
109291,0
109293,0
109298,0
109299,0
109300,0
109301,0
109302,0
109303,0
109304,0
109305,0
109306,0
109315,0
109316,0
109317,0
109318,0
109320,0
109322,0
109327,0
109328,0
109334,0
109335,0
109336,0
109337,0
109340,0
109341,0
109342,0
109345,0
109346,0
109347,0
109348,0
109349,0
109351,0
109352,0
109353,0
109355,0
109356,0
109357,0
109362,0
109365,0
109367,0
109370,0
109374,0
109375,0
109376,0
109377,0
109378,0
109383,0
109385,0
109386,0
109389,0
109390,0
109391,0
109392,0
109393,0
109394,0
109395,0
109397,0
109400,0
109403,0
109406,0
109407,0
109411,0
109412,0
109413,0
109414,0
109416,0
109418,0
109419,0
109422,0
109424,0
109426,0
109427,0
109429,0
109434,0
109437,0
109440,0
109441,0
109442,0
109446,0
109449,0
109450,0
109453,0
109454,0
109456,0
109457,0
109459,0
109461,0
109462,0
109463,0
109464,0
109465,0
109466,0
109468,0
109470,0
109473,0
109474,0
109475,0
109480,0
109482,0
109486,0
109488,0
109489,0
109492,0
109493,0
109494,0
109495,0
109497,0
109498,0
109501,0
109503,0
109504,0
109505,0
109506,0
109507,0
109509,0
109512,0
109514,0
109515,0
109516,0
109517,0
109518,0
109520,0
109522,0
109523,0
109525,0
109526,0
109527,0
109528,0
109530,0
109531,0
109532,0
109534,0
109535,0
109536,0
109537,0
109539,0
109540,0
109542,0
109543,0
109545,0
109546,0
109547,0
109548,0
109549,0
109551,0
109552,0
109553,0
109554,0
109557,0
109559,0
109560,0
109561,0
109563,0
109564,0
109567,0
109568,0
109570,0
109571,0
109572,0
109573,0
109574,0
109578,0
109580,0
109582,0
109583,0
109584,0
109585,0
109588,0
109589,0
109593,0
109596,0
109597,0
109598,0
109600,0
109602,0
109604,0
109605,0
109607,0
109608,0
109609,0
109611,0
109615,0
109618,0
109621,0
109625,0
109626,0
109627,0
109631,0
109632,0
109633,0
109638,0
109639,0
109640,0
109645,0
109648,0
109650,0
109651,0
109653,0
109654,0
109655,0
109656,0
109657,0
109658,0
109659,0
109665,0
109668,0
109672,0
109674,0
109675,0
109676,0
109679,0
109682,0
109684,0
109687,0
109688,0
109692,0
109693,0
109694,0
109697,0
109703,0
109704,0
109707,0
109708,0
109710,0
109711,0
109712,0
109713,0
109715,0
109716,0
109717,0
109718,0
109719,0
109720,0
109722,0
109724,0
109725,0
109728,0
109729,0
109730,0
109731,0
109732,0
109734,0
109737,0
109739,0
109743,0
109746,0
109747,0
109750,0
109751,0
109754,0
109758,0
109759,0
109762,0
109764,0
109765,0
109769,0
109774,0
109779,0
109781,0
109784,0
109785,0
109786,0
109788,0
109793,0
109794,0
109795,0
109797,0
109799,0
109801,0
109807,0
109809,0
109810,0
109812,0
109813,0
109814,0
109815,0
109816,0
109817,0
109818,0
109819,0
109823,0
109825,0
109828,0
109829,0
109830,0
109835,0
109836,0
109838,0
109839,0
109842,0
109844,0
109845,0
109847,0
109848,0
109849,0
109851,0
109852,0
109853,0
109854,0
109855,0
109856,0
109857,0
109859,0
109860,0
109862,0
109864,0
109867,0
109868,0
109869,0
109871,0
109874,0
109876,0
109878,0
109879,0
109880,0
109883,0
109884,0
109886,0
109887,0
109888,0
109890,0
109893,0
109896,0
109897,0
109899,0
109900,0
109901,0
109902,0
109903,0
109904,0
109905,0
109906,0
109907,0
109908,0
109912,0
109913,0
109915,0
109918,0
109919,0
109920,0
109922,0
109923,0
109924,0
109925,0
109928,0
109933,0
109934,0
109936,0
109939,0
109940,0
109942,0
109943,0
109944,0
109946,0
109948,0
109950,0
109951,0
109954,0
109956,0
109957,0
109958,0
109962,0
109964,0
109965,0
109967,0
109968,0
109969,0
109970,0
109971,0
109972,0
109973,0
109974,0
109975,0
109976,0
109977,0
109978,0
109979,0
109980,0
109982,0
109983,0
109986,0
109987,0
109990,0
109991,0
109993,0
109995,0
109997,0
109999,0
110000,0
110002,0
110003,0
110005,0
110008,0
110009,0
110011,0
110012,0
110013,0
110014,0
110016,0
110017,0
110018,0
110019,0
110020,0
110023,0
110025,0
110026,0
110027,0
110030,0
110031,0
110032,0
110033,0
110034,0
110035,0
110038,0
110041,0
110043,0
110045,0
110046,0
110047,0
110050,0
110052,0
110054,0
110055,0
110056,0
110058,0
110061,0
110062,0
110064,0
110065,0
110066,0
110067,0
110068,0
110069,0
110070,0
110072,0
110073,0
110075,0
110076,0
110077,0
110078,0
110079,0
110080,0
110082,0
110083,0
110084,0
110085,0
110088,0
110089,0
110090,0
110093,0
110094,0
110096,0
110097,0
110101,0
110105,0
110107,0
110108,0
110109,0
110110,0
110111,0
110112,0
110113,0
110114,0
110115,0
110116,0
110118,0
110119,0
110121,0
110122,0
110123,0
110124,0
110125,0
110126,0
110127,0
110128,0
110129,0
110131,0
110132,0
110133,0
110136,0
110137,0
110138,0
110140,0
110141,0
110142,0
110143,0
110144,0
110145,0
110148,0
110149,0
110153,0
110154,0
110156,0
110157,0
110158,0
110159,0
110162,0
110167,0
110169,0
110170,0
110171,0
110172,0
110173,0
110174,0
110175,0
110177,0
110179,0
110182,0
110183,0
110184,0
110186,0
110187,0
110189,0
110190,0
110191,0
110192,0
110195,0
110199,0
110200,0
110201,0
110203,0
110205,0
110206,0
110208,0
110209,0
110210,0
110211,0
110212,0
110213,0
110214,0
110215,0
110218,0
110219,0
110220,0
110221,0
110222,0
110223,0
110225,0
110227,0
110229,0
110230,0
110233,0
110234,0
110236,0
110237,0
110241,0
110242,0
110243,0
110244,0
110247,0
110248,0
110249,0
110251,0
110252,0
110256,0
110257,0
110259,0
110260,0
110261,0
110263,0
110264,0
110268,0
110269,0
110270,0
110272,0
110273,0
110274,0
110276,0
110278,0
110280,0
110282,0
110284,0
110285,0
110287,0
110290,0
110294,0
110296,0
110297,0
110298,0
110300,0
110302,0
110305,0
110306,0
110307,0
110310,0
110312,0
110313,0
110315,0
110316,0
110317,0
110318,0
110320,0
110324,0
110329,0
110331,0
110332,0
110335,0
110336,0
110337,0
110338,0
110344,0
110346,0
110347,0
110351,0
110354,0
110355,0
110356,0
110358,0
110362,0
110365,0
110367,0
110368,0
110370,0
110371,0
110373,0
110374,0
110375,0
110376,0
110378,0
110380,0
110382,0
110384,0
110386,0
110388,0
110389,0
110390,0
110392,0
110393,0
110395,0
110397,0
110398,0
110399,0
110402,0
110403,0
110407,0
110409,0
110410,0
110411,0
110416,0
110417,0
110418,0
110419,0
110420,0
110423,0
110424,0
110425,0
110426,0
110428,0
110429,0
110430,0
110432,0
110433,0
110434,0
110437,0
110438,0
110439,0
110441,0
110442,0
110443,0
110445,0
110446,0
110448,0
110449,0
110450,0
110452,0
110455,0
110456,0
110457,0
110458,0
110459,0
110460,0
110461,0
110463,0
110464,0
110465,0
110466,0
110467,0
110469,0
110470,0
110471,0
110473,0
110475,0
110476,0
110477,0
110478,0
110480,0
110481,0
110483,0
110484,0
110485,0
110492,0
110493,0
110495,0
110500,0
110501,0
110502,0
110503,0
110505,0
110506,0
110508,0
110509,0
110510,0
110513,0
110514,0
110515,0
110519,0
110520,0
110522,0
110524,0
110525,0
110528,0
110529,0
110530,0
110531,0
110533,0
110535,0
110536,0
110537,0
110538,0
110539,0
110542,0
110544,0
110548,0
110550,0
110551,0
110554,0
110555,0
110559,0
110561,0
110562,0
110564,0
110567,0
110568,0
110569,0
110572,0
110573,0
110575,0
110576,0
110577,0
110578,0
110580,0
110583,0
110585,0
110588,0
110592,0
110594,0
110596,0
110598,0
110601,0
110602,0
110604,0
110607,0
110609,0
110612,0
110613,0
110614,0
110615,0
110622,0
110623,0
110624,0
110628,0
110631,0
110634,0
110635,0
110639,0
110640,0
110641,0
110642,0
110643,0
110644,0
110645,0
110647,0
110648,0
110650,0
110651,0
110653,0
110656,0
110658,0
110660,0
110661,0
110662,0
110665,0
110666,0
110667,0
110669,0
110670,0
110671,0
110672,0
110674,0
110676,0
110677,0
110679,0
110680,0
110681,0
110682,0
110684,0
110685,0
110689,0
110690,0
110692,0
110693,0
110694,0
110696,0
110698,0
110699,0
110700,0
110701,0
110702,0
110703,0
110707,0
110708,0
110713,0
110714,0
110715,0
110717,0
110718,0
110719,0
110722,0
110724,0
110725,0
110726,0
110728,0
110731,0
110732,0
110733,0
110735,0
110736,0
110737,0
110738,0
110739,0
110740,0
110743,0
110744,0
110745,0
110748,0
110751,0
110755,0
110756,0
110758,0
110763,0
110765,0
110767,0
110768,0
110770,0
110771,0
110772,0
110774,0
110776,0
110779,0
110780,0
110781,0
110782,0
110783,0
110785,0
110789,0
110790,0
110791,0
110792,0
110796,0
110797,0
110798,0
110801,0
110804,0
110805,0
110806,0
110807,0
110809,0
110810,0
110812,0
110815,0
110816,0
110818,0
110820,0
110821,0
110822,0
110823,0
110825,0
110827,0
110833,0
110835,0
110836,0
110838,0
110839,0
110843,0
110845,0
110847,0
110848,0
110851,0
110852,0
110853,0
110854,0
110855,0
110857,0
110859,0
110862,0
110863,0
110864,0
110865,0
110866,0
110868,0
110869,0
110870,0
110871,0
110872,0
110874,0
110878,0
110881,0
110882,0
110884,0
110885,0
110892,0
110893,0
110895,0
110896,0
110898,0
110900,0
110901,0
110902,0
110903,0
110904,0
110905,0
110907,0
110909,0
110912,0
110914,0
110916,0
110917,0
110918,0
110922,0
110923,0
110924,0
110925,0
110926,0
110927,0
110928,0
110930,0
110933,0
110934,0
110935,0
110938,0
110940,0
110945,0
110946,0
110948,0
110949,0
110950,0
110951,0
110952,0
110956,0
110957,0
110958,0
110959,0
110960,0
110961,0
110963,0
110965,0
110967,0
110968,0
110969,0
110971,0
110973,0
110974,0
110975,0
110976,0
110979,0
110981,0
110982,0
110983,0
110985,0
110986,0
110988,0
110990,0
110991,0
110992,0
110993,0
110994,0
110996,0
110997,0
110999,0
111002,0
111004,0
111005,0
111008,0
111009,0
111011,0
111012,0
111013,0
111015,0
111016,0
111017,0
111018,0
111019,0
111020,0
111021,0
111023,0
111024,0
111026,0
111027,0
111029,0
111035,0
111036,0
111039,0
111040,0
111041,0
111044,0
111045,0
111048,0
111050,0
111052,0
111053,0
111055,0
111061,0
111066,0
111067,0
111069,0
111070,0
111073,0
111074,0
111075,0
111078,0
111080,0
111081,0
111082,0
111083,0
111084,0
111085,0
111087,0
111090,0
111091,0
111092,0
111093,0
111096,0
111097,0
111098,0
111099,0
111100,0
111101,0
111102,0
111103,0
111104,0
111107,0
111108,0
111109,0
111110,0
111111,0
111113,0
111114,0
111115,0
111116,0
111119,0
111120,0
111122,0
111123,0
111124,0
111125,0
111126,0
111127,0
111129,0
111130,0
111132,0
111133,0
111136,0
111137,0
111138,0
111139,0
111140,0
111142,0
111144,0
111151,0
111153,0
111154,0
111156,0
111157,0
111158,0
111159,0
111160,0
111163,0
111164,0
111165,0
111167,0
111168,0
111170,0
111172,0
111173,0
111174,0
111177,0
111178,0
111180,0
111183,0
111184,0
111186,0
111191,0
111192,0
111193,0
111195,0
111196,0
111198,0
111202,0
111203,0
111206,0
111209,0
111212,0
111218,0
111219,0
111220,0
111221,0
111222,0
111223,0
111224,0
111226,0
111227,0
111228,0
111229,0
111232,0
111233,0
111235,0
111236,0
111238,0
111241,0
111244,0
111245,0
111246,0
111247,0
111248,0
111251,0
111252,0
111254,0
111257,0
111258,0
111260,0
111261,0
111262,0
111263,0
111265,0
111267,0
111269,0
111270,0
111271,0
111272,0
111273,0
111275,0
111276,0
111277,0
111278,0
111279,0
111280,0
111281,0
111282,0
111283,0
111285,0
111286,0
111287,0
111290,0
111295,0
111297,0
111298,0
111299,0
111302,0
111303,0
111304,0
111305,0
111308,0
111312,0
111313,0
111314,0
111315,0
111316,0
111319,0
111320,0
111323,0
111325,0
111326,0
111327,0
111330,0
111331,0
111332,0
111334,0
111335,0
111337,0
111340,0
111341,0
111342,0
111344,0
111348,0
111349,0
111350,0
111351,0
111354,0
111356,0
111357,0
111358,0
111359,0
111371,0
111376,0
111378,0
111379,0
111382,0
111383,0
111384,0
111386,0
111387,0
111388,0
111390,0
111391,0
111393,0
111394,0
111397,0
111398,0
111399,0
111400,0
111401,0
111403,0
111404,0
111405,0
111406,0
111408,0
111409,0
111410,0
111414,0
111415,0
111417,0
111419,0
111421,0
111422,0
111423,0
111426,0
111427,0
111428,0
111429,0
111430,0
111432,0
111434,0
111435,0
111442,0
111443,0
111444,0
111446,0
111447,0
111448,0
111450,0
111451,0
111453,0
111455,0
111456,0
111458,0
111459,0
111461,0
111462,0
111463,0
111464,0
111465,0
111466,0
111469,0
111471,0
111472,0
111473,0
111474,0
111475,0
111477,0
111478,0
111479,0
111480,0
111483,0
111485,0
111486,0
111487,0
111488,0
111491,0
111492,0
111493,0
111494,0
111495,0
111497,0
111499,0
111500,0
111501,0
111502,0
111503,0
111505,0
111506,0
111507,0
111508,0
111509,0
111510,0
111511,0
111514,0
111516,0
111517,0
111518,0
111520,0
111522,0
111523,0
111525,0
111528,0
111529,0
111530,0
111532,0
111534,0
111535,0
111537,0
111538,0
111539,0
111542,0
111543,0
111545,0
111546,0
111547,0
111549,0
111550,0
111551,0
111553,0
111554,0
111556,0
111557,0
111559,0
111560,0
111562,0
111563,0
111564,0
111565,0
111566,0
111567,0
111569,0
111570,0
111571,0
111573,0
111574,0
111575,0
111576,0
111579,0
111580,0
111582,0
111584,0
111587,0
111588,0
111589,0
111591,0
111593,0
111594,0
111596,0
111597,0
111598,0
111599,0
111600,0
111601,0
111602,0
111603,0
111604,0
111605,0
111607,0
111609,0
111610,0
111611,0
111612,0
111613,0
111616,0
111618,0
111622,0
111623,0
111626,0
111627,0
111629,0
111630,0
111631,0
111632,0
111633,0
111634,0
111635,0
111637,0
111638,0
111639,0
111640,0
111642,0
111644,0
111646,0
111650,0
111651,0
111652,0
111654,0
111655,0
111656,0
111658,0
111661,0
111665,0
111666,0
111670,0
111674,0
111675,0
111676,0
111677,0
111678,0
111680,0
111682,0
111683,0
111684,0
111685,0
111687,0
111688,0
111689,0
111690,0
111692,0
111693,0
111694,0
111695,0
111696,0
111697,0
111700,0
111701,0
111702,0
111703,0
111708,0
111711,0
111712,0
111715,0
111716,0
111717,0
111720,0
111721,0
111722,0
111723,0
111724,0
111726,0
111727,0
111728,0
111729,0
111731,0
111734,0
111737,0
111738,0
111740,0
111741,0
111742,0
111743,0
111744,0
111747,0
111749,0
111750,0
111751,0
111752,0
111753,0
111754,0
111758,0
111760,0
111761,0
111762,0
111763,0
111764,0
111765,0
111769,0
111770,0
111773,0
111776,0
111778,0
111781,0
111783,0
111784,0
111786,0
111787,0
111788,0
111791,0
111793,0
111795,0
111798,0
111805,0
111808,0
111809,0
111810,0
111811,0
111812,0
111813,0
111818,0
111819,0
111821,0
111823,0
111824,0
111825,0
111826,0
111827,0
111828,0
111830,0
111833,0
111835,0
111837,0
111846,0
111848,0
111851,0
111854,0
111857,0
111859,0
111862,0
111863,0
111864,0
111865,0
111866,0
111867,0
111868,0
111870,0
111871,0
111872,0
111874,0
111876,0
111878,0
111880,0
111882,0
111883,0
111885,0
111887,0
111888,0
111890,0
111891,0
111895,0
111897,0
111901,0
111902,0
111904,0
111905,0
111908,0
111909,0
111910,0
111911,0
111915,0
111917,0
111923,0
111924,0
111925,0
111927,0
111928,0
111930,0
111931,0
111932,0
111933,0
111937,0
111938,0
111940,0
111946,0
111948,0
111950,0
111951,0
111952,0
111954,0
111955,0
111956,0
111957,0
111958,0
111959,0
111962,0
111963,0
111966,0
111967,0
111969,0
111970,0
111971,0
111972,0
111973,0
111976,0
111977,0
111979,0
111980,0
111981,0
111982,0
111983,0
111984,0
111985,0
111986,0
111987,0
111989,0
111990,0
111991,0
111992,0
111993,0
111994,0
111995,0
111996,0
111999,0
112000,0
112002,0
112007,0
112008,0
112009,0
112010,0
112012,0
112013,0
112015,0
112017,0
112018,0
112019,0
112022,0
112024,0
112025,0
112030,0
112031,0
112032,0
112033,0
112034,0
112035,0
112037,0
112038,0
112040,0
112042,0
112044,0
112047,0
112049,0
112050,0
112051,0
112053,0
112054,0
112055,0
112056,0
112057,0
112058,0
112059,0
112060,0
112061,0
112065,0
112067,0
112069,0
112071,0
112072,0
112074,0
112076,0
112078,0
112079,0
112080,0
112081,0
112083,0
112084,0
112085,0
112086,0
112088,0
112089,0
112091,0
112093,0
112094,0
112096,0
112097,0
112098,0
112099,0
112102,0
112105,0
112107,0
112108,0
112109,0
112110,0
112112,0
112113,0
112114,0
112115,0
112116,0
112118,0
112120,0
112123,0
112125,0
112126,0
112130,0
112131,0
112132,0
112134,0
112135,0
112136,0
112137,0
112138,0
112139,0
112141,0
112142,0
112143,0
112145,0
112147,0
112149,0
112150,0
112151,0
112153,0
112154,0
112158,0
112162,0
112165,0
112168,0
112169,0
112170,0
112171,0
112172,0
112173,0
112175,0
112176,0
112178,0
112179,0
112180,0
112184,0
112185,0
112186,0
112187,0
112188,0
112189,0
112190,0
112192,0
112194,0
112196,0
112197,0
112200,0
112201,0
112202,0
112203,0
112205,0
112206,0
112208,0
112209,0
112210,0
112212,0
112213,0
112214,0
112215,0
112216,0
112217,0
112219,0
112221,0
112223,0
112224,0
112225,0
112226,0
112228,0
112230,0
112233,0
112236,0
112237,0
112239,0
112240,0
112241,0
112242,0
112243,0
112244,0
112245,0
112247,0
112248,0
112249,0
112250,0
112252,0
112253,0
112256,0
112258,0
112259,0
112260,0
112261,0
112262,0
112263,0
112266,0
112267,0
112268,0
112269,0
112272,0
112275,0
112276,0
112280,0
112283,0
112285,0
112286,0
112287,0
112288,0
112290,0
112291,0
112293,0
112294,0
112298,0
112299,0
112300,0
112301,0
112302,0
112304,0
112307,0
112309,0
112310,0
112311,0
112312,0
112313,0
112314,0
112315,0
112316,0
112317,0
112318,0
112319,0
112323,0
112324,0
112326,0
112327,0
112329,0
112333,0
112335,0
112338,0
112340,0
112342,0
112344,0
112345,0
112346,0
112347,0
112348,0
112349,0
112351,0
112352,0
112354,0
112356,0
112357,0
112360,0
112361,0
112362,0
112364,0
112365,0
112366,0
112367,0
112368,0
112372,0
112373,0
112374,0
112375,0
112376,0
112377,0
112378,0
112379,0
112381,0
112384,0
112385,0
112386,0
112389,0
112390,0
112393,0
112394,0
112395,0
112398,0
112399,0
112400,0
112404,0
112407,0
112408,0
112410,0
112411,0
112413,0
112414,0
112415,0
112418,0
112419,0
112420,0
112421,0
112422,0
112423,0
112425,0
112427,0
112428,0
112429,0
112430,0
112432,0
112434,0
112435,0
112436,0
112438,0
112442,0
112444,0
112445,0
112446,0
112447,0
112449,0
112450,0
112452,0
112453,0
112454,0
112455,0
112456,0
112457,0
112459,0
112460,0
112461,0
112463,0
112466,0
112468,0
112470,0
112473,0
112476,0
112479,0
112480,0
112481,0
112483,0
112493,0
112496,0
112503,0
112504,0
112505,0
112506,0
112507,0
112509,0
112512,0
112513,0
112514,0
112515,0
112517,0
112519,0
112520,0
112521,0
112522,0
112523,0
112524,0
112527,0
112528,0
112533,0
112534,0
112537,0
112538,0
112539,0
112540,0
112541,0
112544,0
112545,0
112546,0
112547,0
112549,0
112550,0
112552,0
112553,0
112554,0
112559,0
112560,0
112561,0
112562,0
112564,0
112568,0
112569,0
112570,0
112573,0
112575,0
112576,0
112577,0
112579,0
112580,0
112581,0
112585,0
112588,0
112589,0
112590,0
112592,0
112593,0
112594,0
112595,0
112596,0
112597,0
112598,0
112599,0
112601,0
112604,0
112605,0
112606,0
112608,0
112611,0
112614,0
112615,0
112617,0
112618,0
112620,0
112622,0
112623,0
112624,0
112625,0
112626,0
112627,0
112630,0
112632,0
112633,0
112636,0
112638,0
112642,0
112644,0
112648,0
112649,0
112654,0
112655,0
112657,0
112658,0
112660,0
112661,0
112662,0
112663,0
112664,0
112665,0
112667,0
112668,0
112669,0
112670,0
112671,0
112674,0
112677,0
112679,0
112680,0
112681,0
112682,0
112683,0
112684,0
112685,0
112686,0
112687,0
112688,0
112690,0
112691,0
112692,0
112696,0
112698,0
112701,0
