,0
96961,0
96962,1
96963,0
96964,0
96965,1
96966,1
96967,1
96968,1
96969,0
96970,1
96971,1
96972,0
96973,0
96974,1
96975,1
96976,0
96977,0
96978,0
96979,1
96980,1
96981,1
96982,0
96983,0
96984,0
96985,1
96986,0
96987,0
96988,0
96989,1
96990,1
96991,0
96992,1
96993,1
96994,0
96995,1
96996,1
96997,0
96998,0
96999,0
97000,1
97001,1
97002,1
97003,0
97004,1
97005,1
97006,0
97007,0
97008,1
97009,0
97010,1
97011,1
97012,0
97013,0
97014,0
97015,1
97016,0
97017,1
97018,0
97019,1
97020,1
97021,1
97022,0
97023,0
97024,1
97025,1
97026,0
97027,1
97028,1
97029,1
97030,1
97031,0
97032,0
97033,1
97034,0
97035,0
97036,1
97037,1
97038,0
97039,0
97040,0
97041,0
97042,1
97043,0
97044,0
97045,0
97046,0
97047,1
97048,0
97049,1
97050,1
97051,0
97052,1
97053,1
97054,0
97055,1
97056,0
97057,0
97058,1
97059,0
97060,1
97061,1
97062,1
97063,0
97064,0
97065,0
97066,1
97067,0
97068,1
97069,0
97070,0
97071,1
97072,0
97073,1
97074,0
97075,0
97076,1
97077,0
97078,0
97079,0
97080,1
97081,1
97082,0
97083,1
97084,0
97085,0
97086,1
97087,0
97088,1
97089,0
97090,0
97091,1
97092,0
97093,1
97094,1
97095,0
97096,0
97097,1
97098,1
97099,0
97100,1
97101,1
97102,1
97103,1
97104,1
97105,0
97106,1
97107,1
97108,1
97109,1
97110,1
97111,0
97112,1
97113,1
97114,1
97115,0
97116,0
97117,1
97118,1
97119,1
97120,0
97121,1
97122,1
97123,1
97124,1
97125,1
97126,0
97127,1
97128,1
97129,1
97130,0
97131,1
97132,0
97133,0
97134,0
97135,1
97136,0
97137,0
97138,0
97139,0
97140,0
97141,0
97142,0
97143,1
97144,1
97145,0
97146,1
97147,1
97148,0
97149,1
97150,1
97151,1
97152,1
97153,1
97154,1
97155,1
97156,0
97157,0
97158,1
97159,1
97160,1
97161,0
97162,0
97163,1
97164,1
97165,0
97166,1
97167,0
97168,0
97169,0
97170,1
97171,0
97172,0
97173,0
97174,0
97175,1
97176,1
97177,1
97178,1
97179,0
97180,0
97181,1
97182,0
97183,1
97184,1
97185,0
97186,1
97187,0
97188,0
97189,1
97190,1
97191,1
97192,0
97193,1
97194,0
97195,1
97196,1
97197,1
97198,0
97199,1
97200,0
97201,0
97202,0
97203,0
97204,1
97205,1
97206,1
97207,1
97208,0
97209,0
97210,1
97211,0
97212,1
97213,1
97214,1
97215,1
97216,1
97217,1
97218,1
97219,0
97220,1
97221,1
97222,0
97223,0
97224,1
97225,0
97226,0
97227,0
97228,0
97229,1
97230,0
97231,0
97232,0
97233,0
97234,0
97235,1
97236,0
97237,1
97238,0
97239,0
97240,1
97241,0
97242,0
97243,0
97244,1
97245,1
97246,0
97247,1
97248,1
97249,0
97250,0
97251,0
97252,1
97253,0
97254,0
97255,1
97256,0
97257,1
97258,1
97259,1
97260,1
97261,0
97262,1
97263,1
97264,0
97265,0
97266,0
97267,0
97268,0
97269,1
97270,0
97271,0
97272,0
97273,1
97274,0
97275,1
97276,1
97277,0
97278,1
97279,0
97280,0
97281,1
97282,0
97283,0
97284,1
97285,1
97286,0
97287,0
97288,1
97289,1
97290,0
97291,0
97292,0
97293,0
97294,1
97295,0
97296,1
97297,0
97298,0
97299,1
97300,1
97301,1
97302,1
97303,0
97304,0
97305,1
97306,1
97307,1
97308,1
97309,1
97310,1
97311,0
97312,1
97313,0
97314,0
97315,0
97316,1
97317,0
97318,1
97319,0
97320,0
97321,1
97322,1
97323,1
97324,0
97325,1
97326,0
97327,0
97328,1
97329,1
97330,0
97331,0
97332,0
97333,0
97334,1
97335,1
97336,1
97337,0
97338,1
97339,1
97340,0
97341,0
97342,0
97343,1
97344,1
97345,1
97346,1
97347,1
97348,0
97349,0
97350,1
97351,0
97352,0
97353,0
97354,1
97355,1
97356,1
97357,1
97358,0
97359,1
97360,1
97361,0
97362,0
97363,1
97364,0
97365,0
97366,1
97367,1
97368,1
97369,0
97370,1
97371,1
97372,1
97373,0
97374,0
97375,0
97376,0
97377,0
97378,0
97379,1
97380,0
97381,0
97382,0
97383,0
97384,0
97385,1
97386,1
97387,1
97388,1
97389,1
97390,0
97391,0
97392,1
97393,1
97394,1
97395,0
97396,1
97397,1
97398,0
97399,1
97400,0
97401,1
97402,1
97403,1
97404,0
97405,1
97406,1
97407,1
97408,1
97409,0
97410,1
97411,1
97412,1
97413,0
97414,0
97415,1
97416,1
97417,1
97418,1
97419,1
97420,0
97421,1
97422,1
97423,1
97424,0
97425,0
97426,1
97427,1
97428,1
97429,0
97430,0
97431,0
97432,0
97433,1
97434,0
97435,0
97436,1
97437,0
97438,0
97439,0
97440,0
97441,1
97442,1
97443,0
97444,0
97445,1
97446,1
97447,1
97448,1
97449,1
97450,0
97451,1
97452,1
97453,1
97454,1
97455,1
97456,1
97457,1
97458,0
97459,1
97460,0
97461,1
97462,1
97463,1
97464,1
97465,1
97466,1
97467,0
97468,1
97469,1
97470,1
97471,1
97472,0
97473,1
97474,1
97475,0
97476,1
97477,1
97478,1
97479,0
97480,0
97481,0
97482,0
97483,0
97484,0
97485,1
97486,0
97487,0
97488,1
97489,0
97490,1
97491,0
97492,0
97493,1
97494,1
97495,0
97496,0
97497,0
97498,1
97499,1
97500,0
97501,1
97502,1
97503,1
97504,0
97505,0
97506,0
97507,1
97508,0
97509,0
97510,1
97511,0
97512,0
97513,0
97514,1
97515,1
97516,0
97517,0
97518,0
97519,1
97520,0
97521,1
97522,0
97523,1
97524,1
97525,1
97526,0
97527,0
97528,1
97529,1
97530,0
97531,1
97532,1
97533,0
97534,0
97535,0
97536,1
97537,0
97538,0
97539,1
97540,0
97541,0
97542,1
97543,0
97544,0
97545,0
97546,1
97547,0
97548,0
97549,0
97550,1
97551,0
97552,1
97553,0
97554,0
97555,0
97556,1
97557,0
97558,0
97559,1
97560,0
97561,1
97562,0
97563,0
97564,0
97565,1
97566,0
97567,0
97568,0
97569,1
97570,1
97571,1
97572,1
97573,1
97574,0
97575,1
97576,0
97577,0
97578,0
97579,1
97580,0
97581,0
97582,0
97583,1
97584,1
97585,1
97586,0
97587,0
97588,1
97589,1
97590,0
97591,0
97592,1
97593,0
97594,1
97595,1
97596,0
97597,1
97598,0
97599,1
97600,1
97601,0
97602,0
97603,0
97604,1
97605,0
97606,0
97607,0
97608,1
97609,1
97610,1
97611,0
97612,0
97613,1
97614,0
97615,1
97616,0
97617,1
97618,0
97619,1
97620,1
97621,1
97622,0
97623,0
97624,0
97625,0
97626,0
97627,0
97628,1
97629,0
97630,0
97631,0
97632,1
97633,1
97634,0
97635,1
97636,1
97637,0
97638,1
97639,1
97640,1
97641,1
97642,0
97643,1
97644,1
97645,1
97646,1
97647,0
97648,1
97649,1
97650,1
97651,1
97652,1
97653,0
97654,0
97655,0
97656,1
97657,1
97658,1
97659,1
97660,0
97661,1
97662,1
97663,1
97664,0
97665,1
97666,0
97667,1
97668,0
97669,1
97670,1
97671,1
97672,1
97673,1
97674,0
97675,1
97676,1
97677,0
97678,0
97679,1
97680,1
97681,0
97682,1
97683,1
97684,0
97685,1
97686,0
97687,0
97688,0
97689,1
97690,0
97691,0
97692,1
97693,0
97694,0
97695,0
97696,0
97697,0
97698,1
97699,1
97700,0
97701,1
97702,0
97703,1
97704,0
97705,1
97706,1
97707,1
97708,0
97709,1
97710,1
97711,1
97712,1
97713,0
97714,0
97715,1
97716,0
97717,0
97718,1
97719,0
97720,1
97721,1
97722,0
97723,0
97724,0
97725,1
97726,0
97727,1
97728,1
97729,0
97730,1
97731,1
97732,1
97733,1
97734,0
97735,1
97736,0
97737,1
97738,0
97739,1
97740,0
97741,0
97742,1
97743,0
97744,1
97745,0
97746,1
97747,0
97748,1
97749,0
97750,1
97751,1
97752,0
97753,0
97754,1
97755,0
97756,0
97757,0
97758,0
97759,0
97760,1
97761,0
97762,1
97763,0
97764,1
97765,0
97766,1
97767,0
97768,1
97769,1
97770,1
97771,1
97772,0
97773,1
97774,0
97775,1
97776,0
97777,1
97778,0
97779,0
97780,1
97781,1
97782,0
97783,1
97784,0
97785,1
97786,1
97787,0
97788,0
97789,1
97790,1
97791,1
97792,0
97793,1
97794,1
97795,1
97796,1
97797,0
97798,1
97799,0
97800,0
97801,1
97802,0
97803,0
97804,1
97805,1
97806,1
97807,0
97808,0
97809,0
97810,1
97811,0
97812,1
97813,0
97814,1
97815,0
97816,1
97817,1
97818,0
97819,0
97820,0
97821,0
97822,0
97823,1
97824,1
97825,0
97826,1
97827,0
97828,0
97829,1
97830,1
97831,0
97832,0
97833,1
97834,1
97835,1
97836,0
97837,1
97838,0
97839,1
97840,1
97841,0
97842,0
97843,0
97844,1
97845,1
97846,1
97847,0
97848,1
97849,0
97850,1
97851,0
97852,1
97853,1
97854,0
97855,1
97856,0
97857,0
97858,1
97859,0
97860,1
97861,0
97862,0
97863,0
97864,0
97865,1
97866,1
97867,0
97868,1
97869,0
97870,1
97871,1
97872,1
97873,0
97874,1
97875,1
97876,1
97877,1
97878,0
97879,0
97880,1
97881,1
97882,0
97883,0
97884,0
97885,1
97886,0
97887,0
97888,0
97889,0
97890,1
97891,1
97892,1
97893,1
97894,1
97895,1
97896,1
97897,0
97898,0
97899,0
97900,0
97901,1
97902,1
97903,0
97904,1
97905,0
97906,0
97907,0
97908,1
97909,1
97910,0
97911,1
97912,1
97913,1
97914,1
97915,1
97916,1
97917,1
97918,1
97919,1
97920,0
97921,1
97922,1
97923,0
97924,0
97925,1
97926,0
97927,1
97928,1
97929,0
97930,0
97931,1
97932,0
97933,1
97934,0
97935,0
97936,1
97937,0
97938,1
97939,0
97940,0
97941,1
97942,1
97943,1
97944,1
97945,0
97946,0
97947,0
97948,1
97949,1
97950,1
97951,1
97952,0
97953,0
97954,1
97955,1
97956,0
97957,0
97958,1
97959,1
97960,0
97961,0
97962,0
97963,1
97964,1
97965,1
97966,1
97967,0
97968,1
97969,0
97970,0
97971,1
97972,1
97973,0
97974,0
97975,1
97976,1
97977,0
97978,0
97979,0
97980,1
97981,0
97982,0
97983,1
97984,1
97985,1
97986,1
97987,1
97988,0
97989,0
97990,0
97991,0
97992,1
97993,1
97994,0
97995,0
97996,0
97997,0
97998,0
97999,1
98000,1
98001,0
98002,1
98003,1
98004,1
98005,1
98006,0
98007,0
98008,0
98009,0
98010,1
98011,0
98012,0
98013,0
98014,1
98015,1
98016,0
98017,1
98018,0
98019,1
98020,0
98021,1
98022,0
98023,1
98024,0
98025,0
98026,1
98027,1
98028,0
98029,0
98030,0
98031,1
98032,1
98033,1
98034,0
98035,0
98036,0
98037,0
98038,1
98039,0
98040,0
98041,1
98042,0
98043,0
98044,1
98045,0
98046,0
98047,1
98048,0
98049,1
98050,1
98051,1
98052,0
98053,1
98054,1
98055,0
98056,1
98057,1
98058,1
98059,0
98060,1
98061,1
98062,0
98063,1
98064,1
98065,0
98066,1
98067,0
98068,0
98069,1
98070,0
98071,0
98072,1
98073,0
98074,0
98075,0
98076,1
98077,1
98078,1
98079,0
98080,1
98081,1
98082,1
98083,1
98084,1
98085,1
98086,0
98087,1
98088,1
98089,0
98090,0
98091,0
98092,1
98093,1
98094,0
98095,0
98096,0
98097,0
98098,1
98099,0
98100,1
98101,0
98102,1
98103,0
98104,1
98105,1
98106,1
98107,1
98108,1
98109,0
98110,0
98111,0
98112,1
98113,1
98114,0
98115,0
98116,1
98117,0
98118,1
98119,0
98120,0
98121,1
98122,0
98123,1
98124,1
98125,0
98126,1
98127,1
98128,0
98129,1
98130,1
98131,1
98132,0
98133,0
98134,0
98135,1
98136,1
98137,0
98138,1
98139,0
98140,0
98141,1
98142,0
98143,1
98144,0
98145,0
98146,0
98147,1
98148,0
98149,0
98150,0
98151,0
98152,0
98153,0
98154,1
98155,1
98156,1
98157,0
98158,0
98159,1
98160,0
98161,0
98162,1
98163,0
98164,0
98165,1
98166,0
98167,1
98168,1
98169,1
98170,1
98171,0
98172,1
98173,0
98174,1
98175,0
98176,0
98177,1
98178,1
98179,1
98180,1
98181,1
98182,1
98183,0
98184,0
98185,0
98186,1
98187,1
98188,0
98189,1
98190,0
98191,0
98192,1
98193,1
98194,0
98195,1
98196,0
98197,1
98198,0
98199,0
98200,0
98201,0
98202,1
98203,0
98204,0
98205,1
98206,1
98207,0
98208,1
98209,0
98210,0
98211,0
98212,0
98213,1
98214,1
98215,0
98216,0
98217,0
98218,1
98219,1
98220,0
98221,1
98222,0
98223,0
98224,1
98225,0
98226,0
98227,0
98228,1
98229,1
98230,1
98231,0
98232,1
98233,0
98234,1
98235,1
98236,0
98237,0
98238,1
98239,0
98240,0
98241,0
98242,0
98243,1
98244,0
98245,1
98246,1
98247,0
98248,1
98249,0
98250,0
98251,0
98252,1
98253,0
98254,0
98255,1
98256,1
98257,0
98258,1
98259,1
98260,1
98261,1
98262,0
98263,1
98264,0
98265,1
98266,0
98267,1
98268,1
98269,0
98270,0
98271,0
98272,0
98273,0
98274,0
98275,1
98276,0
98277,0
98278,0
98279,1
98280,0
98281,0
98282,1
98283,1
98284,0
98285,1
98286,1
98287,1
98288,1
98289,0
98290,1
98291,0
98292,0
98293,0
98294,0
98295,1
98296,0
98297,1
98298,1
98299,1
98300,1
98301,0
98302,1
98303,1
98304,0
98305,0
98306,0
98307,0
98308,0
98309,0
98310,1
98311,1
98312,1
98313,1
98314,1
98315,0
98316,1
98317,1
98318,0
98319,0
98320,1
98321,1
98322,1
98323,1
98324,0
98325,0
98326,1
98327,0
98328,1
98329,0
98330,1
98331,1
98332,0
98333,1
98334,0
98335,0
98336,1
98337,0
98338,0
98339,0
98340,0
98341,1
98342,0
98343,0
98344,1
98345,1
98346,1
98347,0
98348,0
98349,0
98350,1
98351,0
98352,0
98353,0
98354,1
98355,0
98356,1
98357,0
98358,1
98359,0
98360,1
98361,0
98362,0
98363,1
98364,0
98365,0
98366,0
98367,1
98368,1
98369,0
98370,1
98371,1
98372,1
98373,1
98374,0
98375,0
98376,0
98377,0
98378,0
98379,0
98380,0
98381,1
98382,1
98383,1
98384,1
98385,0
98386,0
98387,0
98388,0
98389,0
98390,1
98391,1
98392,0
98393,1
98394,1
98395,1
98396,0
98397,1
98398,0
98399,1
98400,0
98401,0
98402,1
98403,0
98404,0
98405,1
98406,0
98407,0
98408,0
98409,0
98410,1
98411,0
98412,0
98413,1
98414,1
98415,1
98416,0
98417,0
98418,1
98419,1
98420,0
98421,1
98422,1
98423,1
98424,1
98425,0
98426,1
98427,0
98428,1
98429,0
98430,1
98431,0
98432,0
98433,0
98434,1
98435,0
98436,1
98437,0
98438,0
98439,0
98440,0
98441,0
98442,1
98443,0
98444,1
98445,0
98446,0
98447,0
98448,0
98449,0
98450,1
98451,0
98452,0
98453,1
98454,1
98455,0
98456,0
98457,1
98458,1
98459,1
98460,1
98461,1
98462,0
98463,1
98464,1
98465,0
98466,1
98467,1
98468,0
98469,1
98470,0
98471,1
98472,0
98473,1
98474,1
98475,0
98476,1
98477,1
98478,0
98479,1
98480,1
98481,0
98482,1
98483,0
98484,1
98485,1
98486,1
98487,1
98488,0
98489,1
98490,0
98491,1
98492,0
98493,0
98494,1
98495,1
98496,0
98497,1
98498,0
98499,0
98500,0
98501,1
98502,1
98503,1
98504,1
98505,0
98506,1
98507,0
98508,1
98509,1
98510,1
98511,1
98512,0
98513,1
98514,1
98515,0
98516,0
98517,0
98518,1
98519,0
98520,0
98521,1
98522,1
98523,1
98524,1
98525,0
98526,1
98527,1
98528,0
98529,1
98530,0
98531,0
98532,1
98533,0
98534,0
98535,1
98536,1
98537,0
98538,0
98539,0
98540,1
98541,0
98542,1
98543,1
98544,1
98545,0
98546,0
98547,1
98548,0
98549,1
98550,1
98551,0
98552,0
98553,0
98554,1
98555,1
98556,0
98557,1
98558,0
98559,1
98560,0
98561,0
98562,0
98563,1
98564,1
98565,0
98566,0
98567,0
98568,1
98569,1
98570,1
98571,1
98572,0
98573,1
98574,0
98575,0
98576,0
98577,0
98578,0
98579,0
98580,1
98581,0
98582,0
98583,0
98584,0
98585,1
98586,0
98587,1
98588,0
98589,0
98590,1
98591,0
98592,0
98593,1
98594,1
98595,0
98596,1
98597,1
98598,0
98599,1
98600,0
98601,1
98602,1
98603,0
98604,0
98605,0
98606,1
98607,1
98608,0
98609,1
98610,0
98611,1
98612,0
98613,1
98614,0
98615,0
98616,0
98617,1
98618,0
98619,1
98620,1
98621,0
98622,0
98623,0
98624,0
98625,1
98626,1
98627,0
98628,1
98629,0
98630,1
98631,1
98632,0
98633,0
98634,0
98635,0
98636,0
98637,0
98638,0
98639,0
98640,0
98641,0
98642,0
98643,0
98644,1
98645,1
98646,1
98647,0
98648,1
98649,1
98650,0
98651,1
98652,1
98653,1
98654,1
98655,0
98656,0
98657,1
98658,1
98659,1
98660,0
98661,1
98662,1
98663,1
98664,1
98665,0
98666,1
98667,0
98668,1
98669,1
98670,0
98671,0
98672,1
98673,0
98674,0
98675,0
98676,1
98677,1
98678,0
98679,1
98680,1
98681,0
98682,1
98683,1
98684,0
98685,0
98686,0
98687,1
98688,1
98689,1
98690,0
98691,0
98692,0
98693,0
98694,0
98695,1
98696,1
98697,0
98698,1
98699,1
98700,1
98701,1
98702,0
98703,0
98704,1
98705,1
98706,1
98707,0
98708,0
98709,1
98710,1
98711,0
98712,0
98713,0
98714,0
98715,1
98716,0
98717,1
98718,1
98719,0
98720,1
98721,0
98722,1
98723,1
98724,1
98725,0
98726,1
98727,1
98728,0
98729,0
98730,1
98731,0
98732,0
98733,0
98734,0
98735,0
98736,1
98737,0
98738,0
98739,0
98740,1
98741,1
98742,1
98743,0
98744,0
98745,1
98746,1
98747,1
98748,1
98749,0
98750,1
98751,1
98752,0
98753,1
98754,1
98755,1
98756,1
98757,1
98758,0
98759,1
98760,1
98761,0
98762,1
98763,0
98764,0
98765,0
98766,0
98767,0
98768,0
98769,0
98770,0
98771,0
98772,1
98773,1
98774,0
98775,1
98776,0
98777,1
98778,1
98779,0
98780,1
98781,1
98782,0
98783,0
98784,0
98785,1
98786,0
98787,0
98788,0
98789,1
98790,1
98791,0
98792,0
98793,0
98794,0
98795,1
98796,1
98797,0
98798,0
98799,1
98800,0
98801,1
98802,0
98803,1
98804,0
98805,0
98806,0
98807,1
98808,0
98809,0
98810,1
98811,0
98812,0
98813,1
98814,0
98815,1
98816,0
98817,1
98818,0
98819,1
98820,1
98821,0
98822,1
98823,0
98824,0
98825,0
98826,1
98827,1
98828,1
98829,1
98830,0
98831,0
98832,0
98833,1
98834,1
98835,0
98836,0
98837,0
98838,0
98839,1
98840,0
98841,1
98842,0
98843,1
98844,1
98845,0
98846,1
98847,1
98848,1
98849,0
98850,0
98851,1
98852,1
98853,0
98854,0
98855,1
98856,1
98857,0
98858,0
98859,1
98860,1
98861,1
98862,1
98863,0
98864,0
98865,0
98866,0
98867,1
98868,1
98869,1
98870,0
98871,1
98872,1
98873,0
98874,1
98875,0
98876,1
98877,1
98878,1
98879,1
98880,0
98881,0
98882,1
98883,1
98884,0
98885,0
98886,1
98887,0
98888,1
98889,0
98890,1
98891,0
98892,1
98893,1
98894,0
98895,0
98896,1
98897,1
98898,0
98899,0
98900,0
98901,0
98902,0
98903,1
98904,0
98905,0
98906,1
98907,1
98908,1
98909,0
98910,0
98911,0
98912,1
98913,0
98914,0
98915,0
98916,0
98917,0
98918,1
98919,0
98920,1
98921,0
98922,0
98923,1
98924,0
98925,1
98926,1
98927,0
98928,0
98929,0
98930,1
98931,1
98932,0
98933,1
98934,0
98935,1
98936,0
98937,0
98938,1
98939,0
98940,1
98941,1
98942,0
98943,1
98944,1
98945,0
98946,0
98947,0
98948,1
98949,1
98950,0
98951,0
98952,1
98953,0
98954,0
98955,0
98956,1
98957,1
98958,1
98959,0
98960,0
98961,0
98962,0
98963,1
98964,0
98965,0
98966,1
98967,0
98968,1
98969,1
98970,1
98971,0
98972,0
98973,0
98974,1
98975,1
98976,1
98977,1
98978,0
98979,0
98980,0
98981,0
98982,1
98983,1
98984,1
98985,1
98986,0
98987,0
98988,0
98989,1
98990,1
98991,1
98992,0
98993,1
98994,1
98995,0
98996,1
98997,1
98998,0
98999,0
99000,1
99001,0
99002,0
99003,1
99004,0
99005,1
99006,1
99007,1
99008,1
99009,1
99010,1
99011,0
99012,1
99013,0
99014,1
99015,1
99016,1
99017,1
99018,1
99019,1
99020,1
99021,0
99022,1
99023,1
99024,0
99025,1
99026,0
99027,0
99028,1
99029,0
99030,1
99031,0
99032,1
99033,1
99034,1
99035,0
99036,0
99037,0
99038,1
99039,0
99040,0
99041,0
99042,0
99043,1
99044,0
99045,0
99046,1
99047,1
99048,1
99049,1
99050,0
99051,1
99052,1
99053,0
99054,0
99055,0
99056,1
99057,0
99058,1
99059,1
99060,0
99061,1
99062,0
99063,1
99064,0
99065,0
99066,1
99067,0
99068,0
99069,1
99070,1
99071,0
99072,1
99073,0
99074,1
99075,0
99076,1
99077,0
99078,0
99079,1
99080,1
99081,0
99082,0
99083,1
99084,0
99085,0
99086,0
99087,1
99088,1
99089,1
99090,1
99091,1
99092,1
99093,0
99094,0
99095,1
99096,1
99097,1
99098,1
99099,1
99100,1
99101,0
99102,0
99103,0
99104,0
99105,0
99106,1
99107,1
99108,1
99109,1
99110,0
99111,0
99112,0
99113,0
99114,1
99115,1
99116,1
99117,0
99118,0
99119,0
99120,1
99121,1
99122,1
99123,1
99124,0
99125,1
99126,0
99127,0
99128,1
99129,1
99130,1
99131,0
99132,1
99133,1
99134,1
99135,1
99136,1
99137,1
99138,1
99139,1
99140,0
99141,1
99142,0
99143,0
99144,1
99145,0
99146,1
99147,0
99148,0
99149,1
99150,1
99151,0
99152,1
99153,1
99154,1
99155,1
99156,1
99157,0
99158,1
99159,0
99160,1
99161,1
99162,0
99163,1
99164,1
99165,0
99166,0
99167,1
99168,0
99169,1
99170,0
99171,1
99172,1
99173,0
99174,0
99175,1
99176,0
99177,1
99178,0
99179,1
99180,0
99181,1
99182,0
99183,0
99184,0
99185,1
99186,1
99187,1
99188,0
99189,0
99190,0
99191,1
99192,0
99193,1
99194,1
99195,0
99196,1
99197,1
99198,1
99199,1
99200,1
99201,1
99202,0
99203,1
99204,0
99205,0
99206,1
99207,0
99208,1
99209,0
99210,1
99211,0
99212,0
99213,1
99214,1
99215,1
99216,0
99217,1
99218,1
99219,0
99220,0
99221,1
99222,0
99223,0
99224,1
99225,0
99226,1
99227,0
99228,0
99229,1
99230,0
99231,0
99232,0
99233,1
99234,1
99235,1
99236,1
99237,0
99238,0
99239,0
99240,1
99241,0
99242,1
99243,1
99244,0
99245,0
99246,0
99247,0
99248,0
99249,1
99250,1
99251,0
99252,0
99253,0
99254,1
99255,1
99256,1
99257,1
99258,1
99259,0
99260,0
99261,1
99262,1
99263,1
99264,0
99265,0
99266,1
99267,0
99268,0
99269,1
99270,0
99271,1
99272,0
99273,1
99274,0
99275,1
99276,1
99277,0
99278,0
99279,1
99280,0
99281,0
99282,0
99283,0
99284,0
99285,0
99286,1
99287,1
99288,1
99289,0
99290,0
99291,0
99292,0
99293,1
99294,1
99295,0
99296,0
99297,0
99298,0
99299,1
99300,1
99301,0
99302,1
99303,1
99304,1
99305,1
99306,1
99307,0
99308,0
99309,0
99310,0
99311,0
99312,1
99313,0
99314,0
99315,1
99316,0
99317,1
99318,1
99319,1
99320,0
99321,0
99322,1
99323,0
99324,0
99325,0
99326,1
99327,0
99328,0
99329,0
99330,0
99331,0
99332,0
99333,0
99334,0
99335,1
99336,1
99337,1
99338,0
99339,1
99340,1
99341,0
99342,1
99343,1
99344,0
99345,1
99346,0
99347,0
99348,0
99349,0
99350,1
99351,0
99352,1
99353,0
99354,1
99355,0
99356,1
99357,1
99358,1
99359,1
99360,0
99361,1
99362,0
99363,0
99364,1
99365,0
99366,0
99367,1
99368,1
99369,1
99370,1
99371,1
99372,0
99373,0
99374,0
99375,0
99376,0
99377,1
99378,1
99379,0
99380,0
99381,1
99382,0
99383,0
99384,0
99385,0
99386,1
99387,0
99388,0
99389,0
99390,0
99391,1
99392,1
99393,0
99394,0
99395,1
99396,1
99397,0
99398,0
99399,0
99400,1
99401,1
99402,0
99403,1
99404,0
99405,1
99406,0
99407,0
99408,0
99409,1
99410,1
99411,0
99412,0
99413,0
99414,1
99415,1
99416,0
99417,1
99418,0
99419,1
99420,0
99421,0
99422,1
99423,1
99424,1
99425,0
99426,1
99427,0
99428,1
99429,0
99430,0
99431,1
99432,0
99433,0
99434,1
99435,1
99436,1
99437,1
99438,0
99439,1
99440,1
99441,0
99442,1
99443,1
99444,1
99445,1
99446,1
99447,0
99448,0
99449,0
99450,0
99451,0
99452,0
99453,1
99454,0
99455,0
99456,1
99457,1
99458,0
99459,0
99460,1
99461,0
99462,1
99463,1
99464,1
99465,1
99466,1
99467,0
99468,0
99469,0
99470,1
99471,1
99472,0
99473,0
99474,1
99475,1
99476,0
99477,0
99478,1
99479,0
99480,0
99481,1
99482,1
99483,1
99484,0
99485,0
99486,1
99487,1
99488,1
99489,1
99490,1
99491,0
99492,1
99493,0
99494,1
99495,1
99496,1
99497,0
99498,1
99499,1
99500,1
99501,0
99502,1
99503,1
99504,1
99505,1
99506,1
99507,0
99508,0
99509,1
99510,1
99511,1
99512,1
99513,0
99514,0
99515,0
99516,0
99517,1
99518,0
99519,0
99520,1
99521,0
99522,1
99523,0
99524,1
99525,0
99526,1
99527,0
99528,1
99529,0
99530,0
99531,0
99532,1
99533,0
99534,0
99535,0
99536,1
99537,0
99538,0
99539,1
99540,1
99541,1
99542,0
99543,0
99544,1
99545,0
99546,0
99547,1
99548,1
99549,1
99550,1
99551,0
99552,1
99553,0
99554,0
99555,1
99556,1
99557,1
99558,1
99559,1
99560,1
99561,1
99562,0
99563,0
99564,1
99565,1
99566,1
99567,1
99568,1
99569,1
99570,0
99571,1
99572,0
99573,1
99574,0
99575,0
99576,0
99577,1
99578,0
99579,0
99580,0
99581,0
99582,0
99583,1
99584,1
99585,1
99586,1
99587,1
99588,0
99589,1
99590,0
99591,0
99592,1
99593,1
99594,0
99595,0
99596,1
99597,1
99598,1
99599,1
99600,1
99601,1
99602,0
99603,0
99604,1
99605,0
99606,0
99607,0
99608,0
99609,1
99610,0
99611,0
99612,0
99613,1
99614,1
99615,1
99616,0
99617,0
99618,0
99619,1
99620,1
99621,0
99622,1
99623,0
99624,0
99625,0
99626,1
99627,1
99628,0
99629,0
99630,1
99631,0
99632,1
99633,1
99634,0
99635,0
99636,1
99637,0
99638,1
99639,0
99640,0
99641,1
99642,1
99643,0
99644,0
99645,1
99646,0
99647,1
99648,1
99649,1
99650,1
99651,0
99652,1
99653,0
99654,0
99655,0
99656,0
99657,0
99658,1
99659,0
99660,1
99661,1
99662,1
99663,1
99664,1
99665,0
99666,0
99667,0
99668,1
99669,1
99670,0
99671,1
99672,0
99673,0
99674,1
99675,1
99676,1
99677,0
99678,1
99679,0
99680,1
99681,1
99682,0
99683,0
99684,0
99685,0
99686,0
99687,1
99688,1
99689,0
99690,0
99691,1
99692,0
99693,0
99694,1
99695,1
99696,1
99697,0
99698,1
99699,1
99700,0
99701,1
99702,0
99703,0
99704,0
99705,0
99706,0
99707,0
99708,1
99709,1
99710,1
99711,0
99712,1
99713,1
99714,1
99715,1
99716,0
99717,0
99718,0
99719,1
99720,1
99721,0
99722,1
99723,1
99724,0
99725,1
99726,1
99727,1
99728,0
99729,0
99730,0
99731,0
99732,1
99733,0
99734,1
99735,1
99736,0
99737,1
99738,1
99739,1
99740,1
99741,0
99742,0
99743,1
99744,0
99745,1
99746,1
99747,1
99748,1
99749,0
99750,0
99751,0
99752,0
99753,1
99754,0
99755,1
99756,0
99757,0
99758,0
99759,0
